TaxonId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,FullName,,AuthorYear,RankName,CurrentListing,FullAnnotationEnglish,AnnotationEnglish,AnnotationSpanish,AnnotationFrench,#AnnotationSymbol,#Annotation,SynonymsWithAuthors,EnglishNames,SpanishNames,FrenchNames,CitesAccepted,All_DistributionISOCodes,All_DistributionFullNames,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
100405,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,buthi,,Pseudobatos buthi,,"Rutledge, 2019",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,MX,Mexico,Mexico,,,,,,
100406,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,glaucostigma,,Pseudobatos glaucostigma,,"(Jordan & Gilbert, 1883)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus glaucostigmus (Jordan & Gilbert, 1883)",Speckled Guitarfish,,,TRUE,"CO, CR, EC, SV, GT, MX, NI, PA","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Panama","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Panama",,,,,,
100407,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,horkelii,,Pseudobatos horkelii,,"(Müller & Henle, 1841)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus horkelii (Müller & Henle, 1841)",Brazilian guitarfish,Viola,,TRUE,"AR, BR, UY","Argentina, Brazil, Uruguay","Argentina, Brazil, Uruguay",,,,,,
100408,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,lentiginosus,,Pseudobatos lentiginosus,,"(Garman, 1880)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos lentiginosus (Garman, 1880)",Atlantic guitarfish,,,TRUE,"BZ, GT, HN, MX, NI, US","Belize, Guatemala, Honduras, Mexico, Nicaragua, United States of America","Belize, Guatemala, Honduras, Mexico, Nicaragua, United States of America",,,,,,
100409,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,leucorhynchus,,Pseudobatos leucorhynchus,,"(Günther, 1867)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos leucorhynchus (Günther, 1867)",Whitesnout guitarfish,Guitarra Trompa Blanca,,TRUE,"CO, CR, EC, SV, GT, MX, NI, PA","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Panama","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Mexico, Nicaragua, Panama",,,,,,
100410,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,percellens,,Pseudobatos percellens,,"(Walbaum, 1792)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus undulatus (Walbaum, 1792), Raja percellens (Walbaum, 1792), Rhinobatos percellens (Walbaum, 1792), Rhinobatus electricus (Walbaum, 1792), Rhinobatus stellio (Walbaum, 1792), Rhinobatus glaucostictos (Walbaum, 1792)",Chola guitarfish,Guitarra Chola,,TRUE,"BR, CO, GF, GY, JM, PA, SR, VE","Brazil, Colombia, French Guiana [FR], Guyana, Jamaica, Panama, Suriname, Venezuela (Bolivarian Republic of)","Brazil, Colombia, French Guiana [FR], Guyana, Jamaica, Panama, Suriname, Venezuela (Bolivarian Republic of)",,,,,,
100411,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,planiceps,,Pseudobatos planiceps,,"(Garman, 1880)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatos planiceps (Garman, 1880)",Pacific guitarfish,,,TRUE,"CL, CO, CR, EC, SV, GT, HN, MX, NI, PA, PE","Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru","Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru",,,,,,
100412,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,prahli,,Pseudobatos prahli,,"(Acero P. & Franke, 1995)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus prahli (Acero P. & Franke, 1995)",Gorgona guitarfish,,,TRUE,"CO, CR, EC, SV, GT, HN, MX, NI, PA, PE","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru","Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru",,,,,,
100413,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,productus,,Pseudobatos productus,,"(Ayres, 1854)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus productus (Ayres, 1854)",Shovelnose guitarfish,,,TRUE,"MX, US","Mexico, United States of America","Mexico, United States of America",,,,,,
98264,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhina,,,Rhina,,,GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
101451,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,Rhina,ancylostomus,,Rhina ancylostomus,,"Bloch & Schneider, 1801",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhina ancylostoma Bloch & Schneider, 1801",Shark Ray,,,TRUE,"AU, BH, BD, BN, KH, CN, KP, DJ, EG, ER, HK, IN, ID, IR, IQ, IL, JP, JO, KE, KW, MO, MY, MU, MZ, MM, NC, OM, PK, PG, PH, QA, KR, SA, SC, SG, SO, ZA, LK, SD, TW, TH, TL, AE, TZ, VN, YE","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Japan, Jordan, Kenya, Kuwait, Macao, SAR, Malaysia, Mauritius, Mozambique, Myanmar, New Caledonia, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Republic of Korea, Saudi Arabia, Seychelles, Singapore, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Australia, Bahrain, Bangladesh, Brunei Darussalam, Cambodia, China, Democratic People's Republic of Korea, Djibouti, Egypt, Eritrea, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Japan, Jordan, Kenya, Kuwait, Macao, SAR, Malaysia, Mauritius, Mozambique, Myanmar, New Caledonia, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Republic of Korea, Saudi Arabia, Seychelles, Singapore, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Timor-Leste, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
6257,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,typus,,Rhincodon typus,,"Smith, 1828",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinodon typicus Müller & Henle, 1839, Micristodus punctatus Gill, 1865, Rhinodon typicus Smith, 1845, Rhinodon pentalineatus Kishinouye, 1901",Whale Shark,"Dámero, Pez dama, Tiburón Ballena","Chagrin, Requin baleine, Requin-baleine",TRUE,"AS, AO, AI, AG, AR, AW, AU, BS, BH, BD, BB, BZ, BJ, BM, BQ, BR, VG, BN, CV, KH, CM, CA, KY, CL, CN, CX, CP, CC, CO, KM, CG, CK, CR, CI, CU, CW, KP, CD, DJ, DM, DO, EC, EG, SV, GQ, ER, FJ, FR, GF, PF, GA, GM, GH, GD, GP, GU, GT, GN, GW, GY, HT, HN, HK, IN, ID, IR, IQ, IL, JM, JP, JO, KE, KI, KW, LR, MO, MG, MY, MV, MH, MQ, MR, MU, YT, MX, FM, MS, MA, MZ, MM, NA, NR, AN, NC, NZ, NI, NG, NU, MP, OM, PK, PW, PA, PG, PE, PH, PN, PT, PR, QA, KR, RE, BL, SH, KN, LC, MF, VC, WS, ST, SA, SN, SC, SL, SG, SX, SB, SO, ZA, ES, LK, SD, SR, TW, TH, TL, TG, TO, TT, TC, TV, AE, TZ, UM, US, UY, VU, VE, VN, VI, WF, EH, YE","American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Canada, Cayman Islands (United Kingdom), Chile, China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jamaica, Japan, Jordan, Kenya, Kiribati, Kuwait, Liberia, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Qatar, Republic of Korea, Réunion, Saint-Barthélemy, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, Sudan, Suriname, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen","American Samoa, Angola, Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Australia, Bahamas, Bahrain, Bangladesh, Barbados, Belize, Benin, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Brazil, British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, Canada, Cayman Islands (United Kingdom), Chile, China, Christmas Island, Clipperton, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Democratic People's Republic of Korea, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Fiji, France, French Guiana [FR], French Polynesia, Gabon, Gambia, Ghana, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea Bissau, Guyana, Haiti, Honduras, Hong Kong, SAR, India, Indonesia, Iran (Islamic Republic of), Iraq, Israel, Jamaica, Japan, Jordan, Kenya, Kiribati, Kuwait, Liberia, Macao, SAR, Madagascar, Malaysia, Maldives, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia (Federated States of), Montserrat (United Kingdom), Morocco, Mozambique, Myanmar, Namibia, Nauru, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Nigeria, Niue, Northern Mariana Islands, Oman, Pakistan, Palau, Panama, Papua New Guinea, Peru, Philippines, Pitcairn Islands (United Kingdom), Portugal, Puerto Rico, Qatar, Republic of Korea, Réunion, Saint-Barthélemy, Saint Helena and Dependencies (United Kingdom), Saint Kitts and Nevis, Saint Lucia, Saint-Martin, Saint Vincent and the Grenadines, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Sint Maarten, Solomon Islands, Somalia, South Africa, Spain, Sri Lanka, Sudan, Suriname, Taiwan, Province of China, Thailand, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Tuvalu, United Arab Emirates, United Republic of Tanzania, United States Minor Outlying Islands, United States of America, Uruguay, Vanuatu, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA, Wallis and Futuna Islands, Western Sahara, Yemen",,,,,,
98254,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae,,,,Rhinidae,,,FAMILY,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100267,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,,,,Rhinobatidae,,"Bonaparte, 1835",FAMILY,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Guitarfishes,Peces guitarra,Poisson guitarre,TRUE,,,,,,,,,
100394,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,,,Rhinobatos,,"Linck, 1790",GENUS,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100414,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,albomaculatus,,Rhinobatos albomaculatus,,"Norman, 1930",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Whitespotted guitarfish,Guitarra Pecosa,,TRUE,"AO, BJ, CM, CG, CI, CD, GQ, GA, GM, GH, GN, GW, LR, MR, NG, SN, SL, TG","Angola, Benin, Cameroon, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Nigeria, Senegal, Sierra Leone, Togo","Angola, Benin, Cameroon, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Nigeria, Senegal, Sierra Leone, Togo",,,,,,
100415,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,annandalei,,Rhinobatos annandalei,,"Norman, 1926",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Annandale's guitarfish,,,TRUE,"BD, IN, IR, OM, PK, LK, AE","Bangladesh, India, Iran (Islamic Republic of), Oman, Pakistan, Sri Lanka, United Arab Emirates","Bangladesh, India, Iran (Islamic Republic of), Oman, Pakistan, Sri Lanka, United Arab Emirates",,,,,,
100416,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,austini,,Rhinobatos austini,,"Ebert & Gon, 2017",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Austin's guitarfish,,,TRUE,"MZ, ZA","Mozambique, South Africa","Mozambique, South Africa",,,,,,
100417,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,borneensis,,Rhinobatos borneensis,,"Last, Séret & Naylor, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Borneo guitarfish,,,TRUE,MY,Malaysia,Malaysia,,,,,,
100418,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,holcorhynchus,,Rhinobatos holcorhynchus,,"Norman, 1922",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus holcorhynchus Norman, 1922, Rhinobatus natalensis Norman, 1922",Slender guitarfish,,,TRUE,"KE, MZ, ZA, TZ","Kenya, Mozambique, South Africa, United Republic of Tanzania","Kenya, Mozambique, South Africa, United Republic of Tanzania",,,,,,
100419,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,hynnicephalus,,Rhinobatos hynnicephalus,,"Richardson, 1846",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,"Angel fish, Ringed guitarfish",,,TRUE,"CN, JP, KR, TW, VN","China, Japan, Republic of Korea, Taiwan, Province of China, Viet Nam","China, Japan, Republic of Korea, Taiwan, Province of China, Viet Nam",,,,,,
100420,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,irvinei,,Rhinobatos irvinei,,"Norman, 1931",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Spineback guitarfish,Irvine Guitarra,,TRUE,"AO, BJ, CM, CG, CI, CD, GQ, GA, GM, GH, GN, GW, LR, MR, MA, NG, SN, SL, TG, EH","Angola, Benin, Cameroon, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Morocco, Nigeria, Senegal, Sierra Leone, Togo, Western Sahara","Angola, Benin, Cameroon, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, Liberia, Mauritania, Morocco, Nigeria, Senegal, Sierra Leone, Togo, Western Sahara",,,,,,
100421,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,jimbaranensis,,Rhinobatos jimbaranensis,,"Last, White & Fahmi, 2006",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Jimbaran shovelnose ray,,,TRUE,ID,Indonesia,Indonesia,,,,,,
100422,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,lionotus,,Rhinobatos lionotus,,"Norman, 1926",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Smoothback guitarfish,,,TRUE,"BD, IN, MM, LK","Bangladesh, India, Myanmar, Sri Lanka","Bangladesh, India, Myanmar, Sri Lanka",,,,,,
100423,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,manai,,Rhinobatos manai,,"White, Last & Naylor, 2016",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Papuan guitarfish,,,TRUE,PG,Papua New Guinea,Papua New Guinea,,,,,,
100424,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,nudidorsalis,,Rhinobatos nudidorsalis,,"Last, Compagno & Nakaya, 2004",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,,,,TRUE,"MU, RE","Mauritius, Réunion","Mauritius, Réunion",,,,,,
100425,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,penggali,,Rhinobatos penggali,,"Last, White & Fahmi, 2006",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Indonesian shovelnose ray,,,TRUE,ID,Indonesia,Indonesia,,,,,,
100426,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,punctifer,,Rhinobatos punctifer,,"Compagno & Randall, 1987",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Spotted guitarfish,,,TRUE,"BH, DJ, EG, ER, ID, IR, IL, JO, KW, OM, PK, QA, SA, SO, SD, AE, YE","Bahrain, Djibouti, Egypt, Eritrea, Indonesia, Iran (Islamic Republic of), Israel, Jordan, Kuwait, Oman, Pakistan, Qatar, Saudi Arabia, Somalia, Sudan, United Arab Emirates, Yemen","Bahrain, Djibouti, Egypt, Eritrea, Indonesia, Iran (Islamic Republic of), Israel, Jordan, Kuwait, Oman, Pakistan, Qatar, Saudi Arabia, Somalia, Sudan, United Arab Emirates, Yemen",,,,,,
100427,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,ranongensis,,Rhinobatos ranongensis,,"Last, Séret & Naylor, 2019",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Ranong guitarfish,,,TRUE,MM,Myanmar,Myanmar,,,,,,
100428,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,rhinobatos,,Rhinobatos rhinobatos,,"(Linnaeus, 1758)",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Leiobatus panduratus (Linnaeus, 1758), Squatinoraja colonna (Linnaeus, 1758), Rhinobatis duhameli (Linnaeus, 1758), Rhinobatus formosens (Linnaeus, 1758), Raja ciodera (Linnaeus, 1758)",Common guitarfish,Guitarra comùn,Guitarre de mer Commune,TRUE,"AL, DZ, AO, BJ, BA, CM, CG, CI, HR, CY, CD, EG, GQ, FR, GA, GM, GH, GI, GR, GN, GW, IL, IT, LB, LR, LY, MT, MR, MC, ME, MA, NG, PT, SN, SL, SI, ES, PS, SY, TG, TN, TR, EH","Albania, Algeria, Angola, Benin, Bosnia and Herzegovina, Cameroon, Congo, Côte d'Ivoire, Croatia, Cyprus, Democratic Republic of the Congo, Egypt, Equatorial Guinea, France, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Guinea Bissau, Israel, Italy, Lebanon, Liberia, Libya, Malta, Mauritania, Monaco, Montenegro, Morocco, Nigeria, Portugal, Senegal, Sierra Leone, Slovenia, Spain, State of Palestine, Syrian Arab Republic, Togo, Tunisia, Türkiye, Western Sahara","Albania, Algeria, Angola, Benin, Bosnia and Herzegovina, Cameroon, Congo, Côte d'Ivoire, Croatia, Cyprus, Democratic Republic of the Congo, Egypt, Equatorial Guinea, France, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Guinea Bissau, Israel, Italy, Lebanon, Liberia, Libya, Malta, Mauritania, Monaco, Montenegro, Morocco, Nigeria, Portugal, Senegal, Sierra Leone, Slovenia, Spain, State of Palestine, Syrian Arab Republic, Togo, Tunisia, Türkiye, Western Sahara",,,,,,
100429,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,sainsburyi,,Rhinobatos sainsburyi,,"Last, 2004",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Goldeneye shovelnose,,,TRUE,"AU, ID, PG","Australia, Indonesia, Papua New Guinea","Australia, Indonesia, Papua New Guinea",,,,,,
100430,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,schlegelii,,Rhinobatos schlegelii,,"Müller & Henle, 1841",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,"Rhinobatus formosensis Müller & Henle, 1841",Brown guitarfish,,,TRUE,"CN, JP, KR, TW","China, Japan, Republic of Korea, Taiwan, Province of China","China, Japan, Republic of Korea, Taiwan, Province of China",,,,,,
100431,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,whitei,,Rhinobatos whitei,,"Last, Corrigan & Naylor, 2014",SPECIES,II,Appendix II: ,Appendix II: ,Appendix II: ,Appendix II: ,,Appendix II: ,,Philippine guitarfish,,,TRUE,PH,Philippines,Philippines,,,,,,
100339,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,,,Rhizoprionodon,,"Whitley, 1929",GENUS,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,,,,TRUE,,,,,,,,,
100383,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,acutus,,Rhizoprionodon acutus,,"(Rüppell, 1837)",SPECIES,II,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Listing adopted at CoP19 in November 2022 with entry into effect delayed by 12 months. ,Appendix II:Inclusión adoptada en la CoP19 en noviembre de 2022 con entrada en vigor aplazada 12 meses. ,Appendix II:Inscription adoptée à la CdP19 en novembre 2022 avec entrée en vigueur retardée de 12 mois. ,,Appendix II: ,,Milk shark,,,TRUE,"AO, AU, BH, BD, BJ, BN, CV, KH, CM, CN, CG, CI, CD, DJ, EG, GQ, ER, GA, GM, GH, GN, GW, IN, ID, IR, IQ, IT, JP, KE, KW, LR, MG, MY, MR, MZ, MM, NG, OM, PK, PG, PH, PT, QA, ST, SA, SN, SL, SG, SO, ZA, LK, SD, TW, TH, TN, AE, TZ, VN, YE","Angola, Australia, Bahrain, Bangladesh, Benin, Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, China, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, India, Indonesia, Iran (Islamic Republic of), Iraq, Italy, Japan, Kenya, Kuwait, Liberia, Madagascar, Malaysia, Mauritania, Mozambique, Myanmar, Nigeria, Oman, Pakistan, Papua New Guinea, Philippines, Portugal, Qatar, Sao Tome and Principe, Saudi Arabia, Senegal, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Tunisia, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen","Angola, Australia, Bahrain, Bangladesh, Benin, Brunei Darussalam, Cabo Verde, Cambodia, Cameroon, China, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Gabon, Gambia, Ghana, Guinea, Guinea Bissau, India, Indonesia, Iran (Islamic Republic of), Iraq, Italy, Japan, Kenya, Kuwait, Liberia, Madagascar, Malaysia, Mauritania, Mozambique, Myanmar, Nigeria, Oman, Pakistan, Papua New Guinea, Philippines, Portugal, Qatar, Sao Tome and Principe, Saudi Arabia, Senegal, Sierra Leone, Singapore, Somalia, South Africa, Sri Lanka, Sudan, Taiwan, Province of China, Thailand, Tunisia, United Arab Emirates, United Republic of Tanzania, Viet Nam, Yemen",,,,,,
